Points_0,Points_1,Points_2,sigma_0,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5
7.420000e-01,7.519531e-01,5.000000e-02,-5.677135e-03,1.451869e-03,0.000000e+00,-8.472301e-04,0.000000e+00,0.000000e+00
7.430000e-01,7.519531e-01,5.000000e-02,-5.765508e-03,1.456829e-03,0.000000e+00,-9.264214e-04,0.000000e+00,0.000000e+00
7.440000e-01,7.519531e-01,5.000000e-02,-5.852824e-03,1.458463e-03,0.000000e+00,-1.008461e-03,0.000000e+00,0.000000e+00
7.450000e-01,7.519531e-01,5.000000e-02,-5.940134e-03,1.460096e-03,0.000000e+00,-1.090495e-03,0.000000e+00,0.000000e+00
7.460000e-01,7.519531e-01,5.000000e-02,-6.027445e-03,1.461730e-03,0.000000e+00,-1.172530e-03,0.000000e+00,0.000000e+00
7.470000e-01,7.519531e-01,5.000000e-02,-6.114755e-03,1.463364e-03,0.000000e+00,-1.254565e-03,0.000000e+00,0.000000e+00
7.480000e-01,7.519531e-01,5.000000e-02,-6.202071e-03,1.464997e-03,0.000000e+00,-1.336604e-03,0.000000e+00,0.000000e+00
7.490000e-01,7.519531e-01,5.000000e-02,-6.289381e-03,1.466631e-03,0.000000e+00,-1.418639e-03,0.000000e+00,0.000000e+00
7.500000e-01,7.519531e-01,5.000000e-02,-6.376692e-03,1.468264e-03,0.000000e+00,-1.500673e-03,0.000000e+00,0.000000e+00
7.510000e-01,7.519531e-01,5.000000e-02,-6.476561e-03,1.464370e-03,0.000000e+00,-1.595395e-03,0.000000e+00,0.000000e+00
7.520000e-01,7.519531e-01,5.000000e-02,-6.576430e-03,1.460475e-03,0.000000e+00,-1.690117e-03,0.000000e+00,0.000000e+00
7.530000e-01,7.519531e-01,5.000000e-02,-6.676304e-03,1.456581e-03,0.000000e+00,-1.784844e-03,0.000000e+00,0.000000e+00
7.540000e-01,7.519531e-01,5.000000e-02,-6.776173e-03,1.452686e-03,0.000000e+00,-1.879566e-03,0.000000e+00,0.000000e+00
7.550000e-01,7.519531e-01,5.000000e-02,-6.876042e-03,1.448792e-03,0.000000e+00,-1.974288e-03,0.000000e+00,0.000000e+00
7.560000e-01,7.519531e-01,5.000000e-02,-6.975911e-03,1.444898e-03,0.000000e+00,-2.069010e-03,0.000000e+00,0.000000e+00
7.570000e-01,7.519531e-01,5.000000e-02,-7.075786e-03,1.441003e-03,0.000000e+00,-2.163737e-03,0.000000e+00,0.000000e+00
7.580000e-01,7.519531e-01,5.000000e-02,-7.177391e-03,1.434902e-03,0.000000e+00,-2.261740e-03,0.000000e+00,0.000000e+00
7.590000e-01,7.519531e-01,5.000000e-02,-7.286521e-03,1.419244e-03,0.000000e+00,-2.373959e-03,0.000000e+00,0.000000e+00
7.600000e-01,7.519531e-01,5.000000e-02,-7.395651e-03,1.403585e-03,0.000000e+00,-2.486178e-03,0.000000e+00,0.000000e+00
7.610000e-01,7.519531e-01,5.000000e-02,-7.504781e-03,1.387927e-03,0.000000e+00,-2.598397e-03,0.000000e+00,0.000000e+00
7.620000e-01,7.519531e-01,5.000000e-02,-7.613917e-03,1.372267e-03,0.000000e+00,-2.710623e-03,0.000000e+00,0.000000e+00
7.630000e-01,7.519531e-01,5.000000e-02,-7.723047e-03,1.356609e-03,0.000000e+00,-2.822842e-03,0.000000e+00,0.000000e+00
7.640000e-01,7.519531e-01,5.000000e-02,-7.832177e-03,1.340950e-03,0.000000e+00,-2.935061e-03,0.000000e+00,0.000000e+00
7.650000e-01,7.519531e-01,5.000000e-02,-7.941307e-03,1.325292e-03,0.000000e+00,-3.047280e-03,0.000000e+00,0.000000e+00
7.660000e-01,7.519531e-01,5.000000e-02,-8.050316e-03,1.300847e-03,0.000000e+00,-3.166161e-03,0.000000e+00,0.000000e+00
7.670000e-01,7.519531e-01,5.000000e-02,-8.159133e-03,1.261753e-03,0.000000e+00,-3.296154e-03,0.000000e+00,0.000000e+00
7.680000e-01,7.519531e-01,5.000000e-02,-8.267942e-03,1.222661e-03,0.000000e+00,-3.426140e-03,0.000000e+00,0.000000e+00
7.690000e-01,7.519531e-01,5.000000e-02,-8.376751e-03,1.183570e-03,0.000000e+00,-3.556125e-03,0.000000e+00,0.000000e+00
7.700000e-01,7.519531e-01,5.000000e-02,-8.485561e-03,1.144478e-03,0.000000e+00,-3.686110e-03,0.000000e+00,0.000000e+00
7.710000e-01,7.519531e-01,5.000000e-02,-8.594377e-03,1.105385e-03,0.000000e+00,-3.816103e-03,0.000000e+00,0.000000e+00
7.720000e-01,7.519531e-01,5.000000e-02,-8.703186e-03,1.066293e-03,0.000000e+00,-3.946088e-03,0.000000e+00,0.000000e+00
7.730000e-01,7.519531e-01,5.000000e-02,-8.811996e-03,1.027202e-03,0.000000e+00,-4.076073e-03,0.000000e+00,0.000000e+00
7.740000e-01,7.519531e-01,5.000000e-02,-8.921360e-03,9.738068e-04,0.000000e+00,-4.218066e-03,0.000000e+00,0.000000e+00
7.750000e-01,7.519531e-01,5.000000e-02,-9.031153e-03,9.092871e-04,0.000000e+00,-4.369398e-03,0.000000e+00,0.000000e+00
7.760000e-01,7.519531e-01,5.000000e-02,-9.140954e-03,8.447636e-04,0.000000e+00,-4.520739e-03,0.000000e+00,0.000000e+00
7.770000e-01,7.519531e-01,5.000000e-02,-9.250749e-03,7.802439e-04,0.000000e+00,-4.672071e-03,0.000000e+00,0.000000e+00
7.780000e-01,7.519531e-01,5.000000e-02,-9.360543e-03,7.157242e-04,0.000000e+00,-4.823403e-03,0.000000e+00,0.000000e+00
7.790000e-01,7.519531e-01,5.000000e-02,-9.470337e-03,6.512044e-04,0.000000e+00,-4.974735e-03,0.000000e+00,0.000000e+00
7.800000e-01,7.519531e-01,5.000000e-02,-9.580131e-03,5.866847e-04,0.000000e+00,-5.126067e-03,0.000000e+00,0.000000e+00
7.810000e-01,7.519531e-01,5.000000e-02,-9.689932e-03,5.221612e-04,0.000000e+00,-5.277407e-03,0.000000e+00,0.000000e+00
7.820000e-01,7.519531e-01,5.000000e-02,-9.799588e-03,4.331879e-04,0.000000e+00,-5.442326e-03,0.000000e+00,0.000000e+00
7.830000e-01,7.519531e-01,5.000000e-02,-9.909199e-03,3.360642e-04,0.000000e+00,-5.611774e-03,0.000000e+00,0.000000e+00
7.840000e-01,7.519531e-01,5.000000e-02,-1.001881e-02,2.389404e-04,0.000000e+00,-5.781222e-03,0.000000e+00,0.000000e+00
7.850000e-01,7.519531e-01,5.000000e-02,-1.012843e-02,1.418108e-04,0.000000e+00,-5.950680e-03,0.000000e+00,0.000000e+00
7.860000e-01,7.519531e-01,5.000000e-02,-1.023804e-02,4.468703e-05,0.000000e+00,-6.120127e-03,0.000000e+00,0.000000e+00
7.870000e-01,7.519531e-01,5.000000e-02,-1.034765e-02,-5.243675e-05,0.000000e+00,-6.289575e-03,0.000000e+00,0.000000e+00
7.880000e-01,7.519531e-01,5.000000e-02,-1.045726e-02,-1.495605e-04,0.000000e+00,-6.459022e-03,0.000000e+00,0.000000e+00
7.890000e-01,7.519531e-01,5.000000e-02,-1.056687e-02,-2.466843e-04,0.000000e+00,-6.628470e-03,0.000000e+00,0.000000e+00
7.900000e-01,7.519531e-01,5.000000e-02,-1.068092e-02,-3.758625e-04,0.000000e+00,-6.819363e-03,0.000000e+00,0.000000e+00
7.910000e-01,7.519531e-01,5.000000e-02,-1.079526e-02,-5.071702e-04,0.000000e+00,-7.011674e-03,0.000000e+00,0.000000e+00
7.920000e-01,7.519531e-01,5.000000e-02,-1.090960e-02,-6.384779e-04,0.000000e+00,-7.203985e-03,0.000000e+00,0.000000e+00
7.930000e-01,7.519531e-01,5.000000e-02,-1.102394e-02,-7.697856e-04,0.000000e+00,-7.396296e-03,0.000000e+00,0.000000e+00
7.940000e-01,7.519531e-01,5.000000e-02,-1.113829e-02,-9.011011e-04,0.000000e+00,-7.588618e-03,0.000000e+00,0.000000e+00
7.950000e-01,7.519531e-01,5.000000e-02,-1.125263e-02,-1.032409e-03,0.000000e+00,-7.780929e-03,0.000000e+00,0.000000e+00
7.960000e-01,7.519531e-01,5.000000e-02,-1.136697e-02,-1.163717e-03,0.000000e+00,-7.973240e-03,0.000000e+00,0.000000e+00
7.970000e-01,7.519531e-01,5.000000e-02,-1.148140e-02,-1.300275e-03,0.000000e+00,-8.168126e-03,0.000000e+00,0.000000e+00
7.980000e-01,7.519531e-01,5.000000e-02,-1.159645e-02,-1.473596e-03,0.000000e+00,-8.381032e-03,0.000000e+00,0.000000e+00
7.990000e-01,7.519531e-01,5.000000e-02,-1.171152e-02,-1.646926e-03,0.000000e+00,-8.593952e-03,0.000000e+00,0.000000e+00
8.000000e-01,7.519531e-01,5.000000e-02,-1.182657e-02,-1.820246e-03,0.000000e+00,-8.806859e-03,0.000000e+00,0.000000e+00
8.010000e-01,7.519531e-01,5.000000e-02,-1.194162e-02,-1.993567e-03,0.000000e+00,-9.019767e-03,0.000000e+00,0.000000e+00
8.020000e-01,7.519531e-01,5.000000e-02,-1.205668e-02,-2.166887e-03,0.000000e+00,-9.232674e-03,0.000000e+00,0.000000e+00
8.030000e-01,7.519531e-01,5.000000e-02,-1.217173e-02,-2.340207e-03,0.000000e+00,-9.445582e-03,0.000000e+00,0.000000e+00
8.040000e-01,7.519531e-01,5.000000e-02,-1.228679e-02,-2.513537e-03,0.000000e+00,-9.658501e-03,0.000000e+00,0.000000e+00
8.050000e-01,7.519531e-01,5.000000e-02,-1.240114e-02,-2.702113e-03,0.000000e+00,-9.876301e-03,0.000000e+00,0.000000e+00
8.060000e-01,7.519531e-01,5.000000e-02,-1.251394e-02,-2.924248e-03,0.000000e+00,-1.010486e-02,0.000000e+00,0.000000e+00
8.070000e-01,7.519531e-01,5.000000e-02,-1.262674e-02,-3.146383e-03,0.000000e+00,-1.033343e-02,0.000000e+00,0.000000e+00
8.080000e-01,7.519531e-01,5.000000e-02,-1.273955e-02,-3.368531e-03,0.000000e+00,-1.056200e-02,0.000000e+00,0.000000e+00
8.090000e-01,7.519531e-01,5.000000e-02,-1.285235e-02,-3.590666e-03,0.000000e+00,-1.079057e-02,0.000000e+00,0.000000e+00
8.100000e-01,7.519531e-01,5.000000e-02,-1.296514e-02,-3.812801e-03,0.000000e+00,-1.101913e-02,0.000000e+00,0.000000e+00
8.110000e-01,7.519531e-01,5.000000e-02,-1.307794e-02,-4.034936e-03,0.000000e+00,-1.124769e-02,0.000000e+00,0.000000e+00
8.120000e-01,7.519531e-01,5.000000e-02,-1.319074e-02,-4.257071e-03,0.000000e+00,-1.147626e-02,0.000000e+00,0.000000e+00
8.130000e-01,7.519531e-01,5.000000e-02,-1.330015e-02,-4.507155e-03,0.000000e+00,-1.171726e-02,0.000000e+00,0.000000e+00
8.140000e-01,7.519531e-01,5.000000e-02,-1.340616e-02,-4.785159e-03,0.000000e+00,-1.197068e-02,0.000000e+00,0.000000e+00
8.150000e-01,7.519531e-01,5.000000e-02,-1.351217e-02,-5.063162e-03,0.000000e+00,-1.222410e-02,0.000000e+00,0.000000e+00
8.160000e-01,7.519531e-01,5.000000e-02,-1.361818e-02,-5.341166e-03,0.000000e+00,-1.247752e-02,0.000000e+00,0.000000e+00
8.170000e-01,7.519531e-01,5.000000e-02,-1.372419e-02,-5.619169e-03,0.000000e+00,-1.273093e-02,0.000000e+00,0.000000e+00
8.180000e-01,7.519531e-01,5.000000e-02,-1.383020e-02,-5.897189e-03,0.000000e+00,-1.298437e-02,0.000000e+00,0.000000e+00
8.190000e-01,7.519531e-01,5.000000e-02,-1.393621e-02,-6.175193e-03,0.000000e+00,-1.323779e-02,0.000000e+00,0.000000e+00
8.200000e-01,7.519531e-01,5.000000e-02,-1.404222e-02,-6.453197e-03,0.000000e+00,-1.349120e-02,0.000000e+00,0.000000e+00
8.210000e-01,7.519531e-01,5.000000e-02,-1.414082e-02,-6.772004e-03,0.000000e+00,-1.375328e-02,0.000000e+00,0.000000e+00
8.220000e-01,7.519531e-01,5.000000e-02,-1.423606e-02,-7.109379e-03,0.000000e+00,-1.401932e-02,0.000000e+00,0.000000e+00
8.230000e-01,7.519531e-01,5.000000e-02,-1.433130e-02,-7.446735e-03,0.000000e+00,-1.428534e-02,0.000000e+00,0.000000e+00
8.240000e-01,7.519531e-01,5.000000e-02,-1.442653e-02,-7.784090e-03,0.000000e+00,-1.455135e-02,0.000000e+00,0.000000e+00
8.250000e-01,7.519531e-01,5.000000e-02,-1.452176e-02,-8.121446e-03,0.000000e+00,-1.481737e-02,0.000000e+00,0.000000e+00
8.260000e-01,7.519531e-01,5.000000e-02,-1.461700e-02,-8.458802e-03,0.000000e+00,-1.508339e-02,0.000000e+00,0.000000e+00
8.270000e-01,7.519531e-01,5.000000e-02,-1.471224e-02,-8.796177e-03,0.000000e+00,-1.534942e-02,0.000000e+00,0.000000e+00
8.280000e-01,7.519531e-01,5.000000e-02,-1.480747e-02,-9.133532e-03,0.000000e+00,-1.561544e-02,0.000000e+00,0.000000e+00
8.290000e-01,7.519531e-01,5.000000e-02,-1.489681e-02,-9.516889e-03,0.000000e+00,-1.588475e-02,0.000000e+00,0.000000e+00
8.300000e-01,7.519531e-01,5.000000e-02,-1.498532e-02,-9.906816e-03,0.000000e+00,-1.615454e-02,0.000000e+00,0.000000e+00
8.310000e-01,7.519531e-01,5.000000e-02,-1.507382e-02,-1.029674e-02,0.000000e+00,-1.642432e-02,0.000000e+00,0.000000e+00
8.320000e-01,7.519531e-01,5.000000e-02,-1.516232e-02,-1.068670e-02,0.000000e+00,-1.669412e-02,0.000000e+00,0.000000e+00
8.330000e-01,7.519531e-01,5.000000e-02,-1.525082e-02,-1.107662e-02,0.000000e+00,-1.696391e-02,0.000000e+00,0.000000e+00
8.340000e-01,7.519531e-01,5.000000e-02,-1.533933e-02,-1.146655e-02,0.000000e+00,-1.723369e-02,0.000000e+00,0.000000e+00
8.350000e-01,7.519531e-01,5.000000e-02,-1.542783e-02,-1.185648e-02,0.000000e+00,-1.750348e-02,0.000000e+00,0.000000e+00
8.360000e-01,7.519531e-01,5.000000e-02,-1.551483e-02,-1.225080e-02,0.000000e+00,-1.777375e-02,0.000000e+00,0.000000e+00
8.370000e-01,7.519531e-01,5.000000e-02,-1.557919e-02,-1.271067e-02,0.000000e+00,-1.805110e-02,0.000000e+00,0.000000e+00
8.380000e-01,7.519531e-01,5.000000e-02,-1.564355e-02,-1.317054e-02,0.000000e+00,-1.832845e-02,0.000000e+00,0.000000e+00
8.390000e-01,7.519531e-01,5.000000e-02,-1.570792e-02,-1.363041e-02,0.000000e+00,-1.860580e-02,0.000000e+00,0.000000e+00
8.400000e-01,7.519531e-01,5.000000e-02,-1.577228e-02,-1.409028e-02,0.000000e+00,-1.888314e-02,0.000000e+00,0.000000e+00
8.410000e-01,7.519531e-01,5.000000e-02,-1.583665e-02,-1.455018e-02,0.000000e+00,-1.916051e-02,0.000000e+00,0.000000e+00
8.420000e-01,7.519531e-01,5.000000e-02,-1.590102e-02,-1.501005e-02,0.000000e+00,-1.943786e-02,0.000000e+00,0.000000e+00
8.430000e-01,7.519531e-01,5.000000e-02,-1.596538e-02,-1.546992e-02,0.000000e+00,-1.971520e-02,0.000000e+00,0.000000e+00
8.440000e-01,7.519531e-01,5.000000e-02,-1.602211e-02,-1.594915e-02,0.000000e+00,-1.999309e-02,0.000000e+00,0.000000e+00
8.450000e-01,7.519531e-01,5.000000e-02,-1.605591e-02,-1.648650e-02,0.000000e+00,-2.027263e-02,0.000000e+00,0.000000e+00
8.460000e-01,7.519531e-01,5.000000e-02,-1.608971e-02,-1.702382e-02,0.000000e+00,-2.055215e-02,0.000000e+00,0.000000e+00
8.470000e-01,7.519531e-01,5.000000e-02,-1.612351e-02,-1.756113e-02,0.000000e+00,-2.083167e-02,0.000000e+00,0.000000e+00
8.480000e-01,7.519531e-01,5.000000e-02,-1.615731e-02,-1.809845e-02,0.000000e+00,-2.111120e-02,0.000000e+00,0.000000e+00
8.490000e-01,7.519531e-01,5.000000e-02,-1.619111e-02,-1.863577e-02,0.000000e+00,-2.139072e-02,0.000000e+00,0.000000e+00
8.500000e-01,7.519531e-01,5.000000e-02,-1.622491e-02,-1.917312e-02,0.000000e+00,-2.167026e-02,0.000000e+00,0.000000e+00
8.510000e-01,7.519531e-01,5.000000e-02,-1.625871e-02,-1.971043e-02,0.000000e+00,-2.194978e-02,0.000000e+00,0.000000e+00
8.520000e-01,7.519531e-01,5.000000e-02,-1.628367e-02,-2.027532e-02,0.000000e+00,-2.222577e-02,0.000000e+00,0.000000e+00
8.530000e-01,7.519531e-01,5.000000e-02,-1.629726e-02,-2.087566e-02,0.000000e+00,-2.249723e-02,0.000000e+00,0.000000e+00
8.540000e-01,7.519531e-01,5.000000e-02,-1.631085e-02,-2.147599e-02,0.000000e+00,-2.276869e-02,0.000000e+00,0.000000e+00
8.550000e-01,7.519531e-01,5.000000e-02,-1.632443e-02,-2.207637e-02,0.000000e+00,-2.304016e-02,0.000000e+00,0.000000e+00
8.560000e-01,7.519531e-01,5.000000e-02,-1.633802e-02,-2.267671e-02,0.000000e+00,-2.331162e-02,0.000000e+00,0.000000e+00
8.570000e-01,7.519531e-01,5.000000e-02,-1.635161e-02,-2.327704e-02,0.000000e+00,-2.358308e-02,0.000000e+00,0.000000e+00
8.580000e-01,7.519531e-01,5.000000e-02,-1.636520e-02,-2.387738e-02,0.000000e+00,-2.385454e-02,0.000000e+00,0.000000e+00
8.590000e-01,7.519531e-01,5.000000e-02,-1.637879e-02,-2.447776e-02,0.000000e+00,-2.412602e-02,0.000000e+00,0.000000e+00
8.600000e-01,7.519531e-01,5.000000e-02,-1.637211e-02,-2.511905e-02,0.000000e+00,-2.438567e-02,0.000000e+00,0.000000e+00
8.610000e-01,7.519531e-01,5.000000e-02,-1.635328e-02,-2.578492e-02,0.000000e+00,-2.463824e-02,0.000000e+00,0.000000e+00
8.620000e-01,7.519531e-01,5.000000e-02,-1.633445e-02,-2.645079e-02,0.000000e+00,-2.489081e-02,0.000000e+00,0.000000e+00
8.630000e-01,7.519531e-01,5.000000e-02,-1.631562e-02,-2.711666e-02,0.000000e+00,-2.514338e-02,0.000000e+00,0.000000e+00
8.640000e-01,7.519531e-01,5.000000e-02,-1.629679e-02,-2.778257e-02,0.000000e+00,-2.539596e-02,0.000000e+00,0.000000e+00
8.650000e-01,7.519531e-01,5.000000e-02,-1.627796e-02,-2.844844e-02,0.000000e+00,-2.564853e-02,0.000000e+00,0.000000e+00
8.660000e-01,7.519531e-01,5.000000e-02,-1.625913e-02,-2.911431e-02,0.000000e+00,-2.590110e-02,0.000000e+00,0.000000e+00
8.670000e-01,7.519531e-01,5.000000e-02,-1.624030e-02,-2.978018e-02,0.000000e+00,-2.615367e-02,0.000000e+00,0.000000e+00
8.680000e-01,7.519531e-01,5.000000e-02,-1.619015e-02,-3.048807e-02,0.000000e+00,-2.637847e-02,0.000000e+00,0.000000e+00
8.690000e-01,7.519531e-01,5.000000e-02,-1.613277e-02,-3.120571e-02,0.000000e+00,-2.659688e-02,0.000000e+00,0.000000e+00
8.700000e-01,7.519531e-01,5.000000e-02,-1.607539e-02,-3.192329e-02,0.000000e+00,-2.681528e-02,0.000000e+00,0.000000e+00
8.710000e-01,7.519531e-01,5.000000e-02,-1.601801e-02,-3.264089e-02,0.000000e+00,-2.703367e-02,0.000000e+00,0.000000e+00
8.720000e-01,7.519531e-01,5.000000e-02,-1.596063e-02,-3.335848e-02,0.000000e+00,-2.725207e-02,0.000000e+00,0.000000e+00
8.730000e-01,7.519531e-01,5.000000e-02,-1.590325e-02,-3.407611e-02,0.000000e+00,-2.747048e-02,0.000000e+00,0.000000e+00
8.740000e-01,7.519531e-01,5.000000e-02,-1.584587e-02,-3.479370e-02,0.000000e+00,-2.768887e-02,0.000000e+00,0.000000e+00
8.750000e-01,7.519531e-01,5.000000e-02,-1.578849e-02,-3.551129e-02,0.000000e+00,-2.790727e-02,0.000000e+00,0.000000e+00
8.760000e-01,7.519531e-01,5.000000e-02,-1.570751e-02,-3.623959e-02,0.000000e+00,-2.808186e-02,0.000000e+00,0.000000e+00
8.770000e-01,7.519531e-01,5.000000e-02,-1.562653e-02,-3.696790e-02,0.000000e+00,-2.825645e-02,0.000000e+00,0.000000e+00
8.780000e-01,7.519531e-01,5.000000e-02,-1.554554e-02,-3.769624e-02,0.000000e+00,-2.843105e-02,0.000000e+00,0.000000e+00
8.790000e-01,7.519531e-01,5.000000e-02,-1.546456e-02,-3.842454e-02,0.000000e+00,-2.860564e-02,0.000000e+00,0.000000e+00
8.800000e-01,7.519531e-01,5.000000e-02,-1.538358e-02,-3.915285e-02,0.000000e+00,-2.878023e-02,0.000000e+00,0.000000e+00
8.810000e-01,7.519531e-01,5.000000e-02,-1.530260e-02,-3.988115e-02,0.000000e+00,-2.895483e-02,0.000000e+00,0.000000e+00
8.820000e-01,7.519531e-01,5.000000e-02,-1.522162e-02,-4.060949e-02,0.000000e+00,-2.912943e-02,0.000000e+00,0.000000e+00
8.830000e-01,7.519531e-01,5.000000e-02,-1.513570e-02,-4.133422e-02,0.000000e+00,-2.929333e-02,0.000000e+00,0.000000e+00
8.840000e-01,7.519531e-01,5.000000e-02,-1.502837e-02,-4.204346e-02,0.000000e+00,-2.941093e-02,0.000000e+00,0.000000e+00
8.850000e-01,7.519531e-01,5.000000e-02,-1.492104e-02,-4.275270e-02,0.000000e+00,-2.952852e-02,0.000000e+00,0.000000e+00
8.860000e-01,7.519531e-01,5.000000e-02,-1.481370e-02,-4.346193e-02,0.000000e+00,-2.964612e-02,0.000000e+00,0.000000e+00
8.870000e-01,7.519531e-01,5.000000e-02,-1.470637e-02,-4.417121e-02,0.000000e+00,-2.976372e-02,0.000000e+00,0.000000e+00
8.880000e-01,7.519531e-01,5.000000e-02,-1.459904e-02,-4.488045e-02,0.000000e+00,-2.988132e-02,0.000000e+00,0.000000e+00
8.890000e-01,7.519531e-01,5.000000e-02,-1.449170e-02,-4.558969e-02,0.000000e+00,-2.999892e-02,0.000000e+00,0.000000e+00
8.900000e-01,7.519531e-01,5.000000e-02,-1.438437e-02,-4.629892e-02,0.000000e+00,-3.011651e-02,0.000000e+00,0.000000e+00
8.910000e-01,7.519531e-01,5.000000e-02,-1.426453e-02,-4.699020e-02,0.000000e+00,-3.020778e-02,0.000000e+00,0.000000e+00
8.920000e-01,7.519531e-01,5.000000e-02,-1.412381e-02,-4.765156e-02,0.000000e+00,-3.025515e-02,0.000000e+00,0.000000e+00
8.930000e-01,7.519531e-01,5.000000e-02,-1.398310e-02,-4.831289e-02,0.000000e+00,-3.030252e-02,0.000000e+00,0.000000e+00
8.940000e-01,7.519531e-01,5.000000e-02,-1.384239e-02,-4.897422e-02,0.000000e+00,-3.034989e-02,0.000000e+00,0.000000e+00
8.950000e-01,7.519531e-01,5.000000e-02,-1.370168e-02,-4.963554e-02,0.000000e+00,-3.039726e-02,0.000000e+00,0.000000e+00
8.960000e-01,7.519531e-01,5.000000e-02,-1.356097e-02,-5.029691e-02,0.000000e+00,-3.044464e-02,0.000000e+00,0.000000e+00
8.970000e-01,7.519531e-01,5.000000e-02,-1.342026e-02,-5.095824e-02,0.000000e+00,-3.049201e-02,0.000000e+00,0.000000e+00
8.980000e-01,7.519531e-01,5.000000e-02,-1.327955e-02,-5.161957e-02,0.000000e+00,-3.053938e-02,0.000000e+00,0.000000e+00
8.990000e-01,7.519531e-01,5.000000e-02,-1.311914e-02,-5.222411e-02,0.000000e+00,-3.053557e-02,0.000000e+00,0.000000e+00
9.000000e-01,7.519531e-01,5.000000e-02,-1.294340e-02,-5.278450e-02,0.000000e+00,-3.049196e-02,0.000000e+00,0.000000e+00
9.010000e-01,7.519531e-01,5.000000e-02,-1.276766e-02,-5.334491e-02,0.000000e+00,-3.044835e-02,0.000000e+00,0.000000e+00
9.020000e-01,7.519531e-01,5.000000e-02,-1.259192e-02,-5.390529e-02,0.000000e+00,-3.040474e-02,0.000000e+00,0.000000e+00
9.030000e-01,7.519531e-01,5.000000e-02,-1.241619e-02,-5.446568e-02,0.000000e+00,-3.036114e-02,0.000000e+00,0.000000e+00
9.040000e-01,7.519531e-01,5.000000e-02,-1.224045e-02,-5.502606e-02,0.000000e+00,-3.031753e-02,0.000000e+00,0.000000e+00
9.050000e-01,7.519531e-01,5.000000e-02,-1.206472e-02,-5.558644e-02,0.000000e+00,-3.027392e-02,0.000000e+00,0.000000e+00
9.060000e-01,7.519531e-01,5.000000e-02,-1.188898e-02,-5.614686e-02,0.000000e+00,-3.023031e-02,0.000000e+00,0.000000e+00
9.070000e-01,7.519531e-01,5.000000e-02,-1.170324e-02,-5.658127e-02,0.000000e+00,-3.012706e-02,0.000000e+00,0.000000e+00
9.080000e-01,7.519531e-01,5.000000e-02,-1.151416e-02,-5.697369e-02,0.000000e+00,-3.000394e-02,0.000000e+00,0.000000e+00
9.090000e-01,7.519531e-01,5.000000e-02,-1.132509e-02,-5.736611e-02,0.000000e+00,-2.988082e-02,0.000000e+00,0.000000e+00
9.100000e-01,7.519531e-01,5.000000e-02,-1.113600e-02,-5.775856e-02,0.000000e+00,-2.975769e-02,0.000000e+00,0.000000e+00
9.110000e-01,7.519531e-01,5.000000e-02,-1.094693e-02,-5.815099e-02,0.000000e+00,-2.963457e-02,0.000000e+00,0.000000e+00
9.120000e-01,7.519531e-01,5.000000e-02,-1.075785e-02,-5.854341e-02,0.000000e+00,-2.951144e-02,0.000000e+00,0.000000e+00
9.130000e-01,7.519531e-01,5.000000e-02,-1.056878e-02,-5.893583e-02,0.000000e+00,-2.938832e-02,0.000000e+00,0.000000e+00
9.140000e-01,7.519531e-01,5.000000e-02,-1.037970e-02,-5.932826e-02,0.000000e+00,-2.926520e-02,0.000000e+00,0.000000e+00
9.150000e-01,7.519531e-01,5.000000e-02,-1.017999e-02,-5.954406e-02,0.000000e+00,-2.906616e-02,0.000000e+00,0.000000e+00
9.160000e-01,7.519531e-01,5.000000e-02,-9.979587e-03,-5.974808e-02,0.000000e+00,-2.886207e-02,0.000000e+00,0.000000e+00
9.170000e-01,7.519531e-01,5.000000e-02,-9.779180e-03,-5.995209e-02,0.000000e+00,-2.865798e-02,0.000000e+00,0.000000e+00
9.180000e-01,7.519531e-01,5.000000e-02,-9.578773e-03,-6.015610e-02,0.000000e+00,-2.845389e-02,0.000000e+00,0.000000e+00
9.190000e-01,7.519531e-01,5.000000e-02,-9.378354e-03,-6.036012e-02,0.000000e+00,-2.824979e-02,0.000000e+00,0.000000e+00
9.200000e-01,7.519531e-01,5.000000e-02,-9.177946e-03,-6.056414e-02,0.000000e+00,-2.804570e-02,0.000000e+00,0.000000e+00
9.210000e-01,7.519531e-01,5.000000e-02,-8.977540e-03,-6.076815e-02,0.000000e+00,-2.784161e-02,0.000000e+00,0.000000e+00
9.220000e-01,7.519531e-01,5.000000e-02,-8.773912e-03,-6.094602e-02,0.000000e+00,-2.762517e-02,0.000000e+00,0.000000e+00
9.230000e-01,7.519531e-01,5.000000e-02,-8.547738e-03,-6.094090e-02,0.000000e+00,-2.732226e-02,0.000000e+00,0.000000e+00
9.240000e-01,7.519531e-01,5.000000e-02,-8.321552e-03,-6.093577e-02,0.000000e+00,-2.701935e-02,0.000000e+00,0.000000e+00
9.250000e-01,7.519531e-01,5.000000e-02,-8.095378e-03,-6.093064e-02,0.000000e+00,-2.671645e-02,0.000000e+00,0.000000e+00
9.260000e-01,7.519531e-01,5.000000e-02,-7.869205e-03,-6.092551e-02,0.000000e+00,-2.641355e-02,0.000000e+00,0.000000e+00
9.270000e-01,7.519531e-01,5.000000e-02,-7.643030e-03,-6.092039e-02,0.000000e+00,-2.611065e-02,0.000000e+00,0.000000e+00
