Points_0,Points_1,Points_2,sigma_0,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5
3.650000e-01,7.519531e-01,5.000000e-02,1.719955e-03,-3.851456e-03,0.000000e+00,-1.301317e-03,0.000000e+00,0.000000e+00
3.660000e-01,7.519531e-01,5.000000e-02,1.723783e-03,-3.862588e-03,0.000000e+00,-1.302024e-03,0.000000e+00,0.000000e+00
3.670000e-01,7.519531e-01,5.000000e-02,1.727612e-03,-3.873720e-03,0.000000e+00,-1.302731e-03,0.000000e+00,0.000000e+00
3.680000e-01,7.519531e-01,5.000000e-02,1.731348e-03,-3.884220e-03,0.000000e+00,-1.303475e-03,0.000000e+00,0.000000e+00
3.690000e-01,7.519531e-01,5.000000e-02,1.735063e-03,-3.894575e-03,0.000000e+00,-1.304226e-03,0.000000e+00,0.000000e+00
3.700000e-01,7.519531e-01,5.000000e-02,1.738779e-03,-3.904930e-03,0.000000e+00,-1.304978e-03,0.000000e+00,0.000000e+00
3.710000e-01,7.519531e-01,5.000000e-02,1.742494e-03,-3.915285e-03,0.000000e+00,-1.305730e-03,0.000000e+00,0.000000e+00
3.720000e-01,7.519531e-01,5.000000e-02,1.746209e-03,-3.925640e-03,0.000000e+00,-1.306482e-03,0.000000e+00,0.000000e+00
3.730000e-01,7.519531e-01,5.000000e-02,1.749924e-03,-3.935995e-03,0.000000e+00,-1.307233e-03,0.000000e+00,0.000000e+00
3.740000e-01,7.519531e-01,5.000000e-02,1.753640e-03,-3.946350e-03,0.000000e+00,-1.307985e-03,0.000000e+00,0.000000e+00
3.750000e-01,7.519531e-01,5.000000e-02,1.757355e-03,-3.956705e-03,0.000000e+00,-1.308737e-03,0.000000e+00,0.000000e+00
3.760000e-01,7.519531e-01,5.000000e-02,1.761046e-03,-3.966248e-03,0.000000e+00,-1.310241e-03,0.000000e+00,0.000000e+00
3.770000e-01,7.519531e-01,5.000000e-02,1.764736e-03,-3.975790e-03,0.000000e+00,-1.311745e-03,0.000000e+00,0.000000e+00
3.780000e-01,7.519531e-01,5.000000e-02,1.768427e-03,-3.985333e-03,0.000000e+00,-1.313250e-03,0.000000e+00,0.000000e+00
3.790000e-01,7.519531e-01,5.000000e-02,1.772118e-03,-3.994876e-03,0.000000e+00,-1.314754e-03,0.000000e+00,0.000000e+00
3.800000e-01,7.519531e-01,5.000000e-02,1.775809e-03,-4.004418e-03,0.000000e+00,-1.316258e-03,0.000000e+00,0.000000e+00
3.810000e-01,7.519531e-01,5.000000e-02,1.779499e-03,-4.013961e-03,0.000000e+00,-1.317763e-03,0.000000e+00,0.000000e+00
3.820000e-01,7.519531e-01,5.000000e-02,1.783190e-03,-4.023504e-03,0.000000e+00,-1.319267e-03,0.000000e+00,0.000000e+00
3.830000e-01,7.519531e-01,5.000000e-02,1.786818e-03,-4.032792e-03,0.000000e+00,-1.320848e-03,0.000000e+00,0.000000e+00
3.840000e-01,7.519531e-01,5.000000e-02,1.790176e-03,-4.040977e-03,0.000000e+00,-1.322761e-03,0.000000e+00,0.000000e+00
3.850000e-01,7.519531e-01,5.000000e-02,1.793533e-03,-4.049163e-03,0.000000e+00,-1.324674e-03,0.000000e+00,0.000000e+00
3.860000e-01,7.519531e-01,5.000000e-02,1.796890e-03,-4.057349e-03,0.000000e+00,-1.326587e-03,0.000000e+00,0.000000e+00
3.870000e-01,7.519531e-01,5.000000e-02,1.800247e-03,-4.065535e-03,0.000000e+00,-1.328500e-03,0.000000e+00,0.000000e+00
3.880000e-01,7.519531e-01,5.000000e-02,1.803605e-03,-4.073721e-03,0.000000e+00,-1.330412e-03,0.000000e+00,0.000000e+00
3.890000e-01,7.519531e-01,5.000000e-02,1.806962e-03,-4.081906e-03,0.000000e+00,-1.332325e-03,0.000000e+00,0.000000e+00
3.900000e-01,7.519531e-01,5.000000e-02,1.810319e-03,-4.090092e-03,0.000000e+00,-1.334238e-03,0.000000e+00,0.000000e+00
3.910000e-01,7.519531e-01,5.000000e-02,1.813559e-03,-4.097712e-03,0.000000e+00,-1.336296e-03,0.000000e+00,0.000000e+00
3.920000e-01,7.519531e-01,5.000000e-02,1.816603e-03,-4.104388e-03,0.000000e+00,-1.338594e-03,0.000000e+00,0.000000e+00
3.930000e-01,7.519531e-01,5.000000e-02,1.819647e-03,-4.111064e-03,0.000000e+00,-1.340893e-03,0.000000e+00,0.000000e+00
3.940000e-01,7.519531e-01,5.000000e-02,1.822690e-03,-4.117740e-03,0.000000e+00,-1.343191e-03,0.000000e+00,0.000000e+00
3.950000e-01,7.519531e-01,5.000000e-02,1.825734e-03,-4.124417e-03,0.000000e+00,-1.345489e-03,0.000000e+00,0.000000e+00
3.960000e-01,7.519531e-01,5.000000e-02,1.828778e-03,-4.131093e-03,0.000000e+00,-1.347788e-03,0.000000e+00,0.000000e+00
3.970000e-01,7.519531e-01,5.000000e-02,1.831822e-03,-4.137769e-03,0.000000e+00,-1.350086e-03,0.000000e+00,0.000000e+00
3.980000e-01,7.519531e-01,5.000000e-02,1.834866e-03,-4.144445e-03,0.000000e+00,-1.352384e-03,0.000000e+00,0.000000e+00
3.990000e-01,7.519531e-01,5.000000e-02,1.837779e-03,-4.150321e-03,0.000000e+00,-1.354964e-03,0.000000e+00,0.000000e+00
4.000000e-01,7.519531e-01,5.000000e-02,1.840591e-03,-4.155574e-03,0.000000e+00,-1.357761e-03,0.000000e+00,0.000000e+00
4.010000e-01,7.519531e-01,5.000000e-02,1.843402e-03,-4.160828e-03,0.000000e+00,-1.360559e-03,0.000000e+00,0.000000e+00
4.020000e-01,7.519531e-01,5.000000e-02,1.846214e-03,-4.166082e-03,0.000000e+00,-1.363356e-03,0.000000e+00,0.000000e+00
4.030000e-01,7.519531e-01,5.000000e-02,1.849026e-03,-4.171335e-03,0.000000e+00,-1.366154e-03,0.000000e+00,0.000000e+00
4.040000e-01,7.519531e-01,5.000000e-02,1.851837e-03,-4.176589e-03,0.000000e+00,-1.368952e-03,0.000000e+00,0.000000e+00
4.050000e-01,7.519531e-01,5.000000e-02,1.854649e-03,-4.181842e-03,0.000000e+00,-1.371749e-03,0.000000e+00,0.000000e+00
4.060000e-01,7.519531e-01,5.000000e-02,1.857461e-03,-4.187096e-03,0.000000e+00,-1.374547e-03,0.000000e+00,0.000000e+00
4.070000e-01,7.519531e-01,5.000000e-02,1.858553e-03,-4.189734e-03,0.000000e+00,-1.376198e-03,0.000000e+00,0.000000e+00
4.080000e-01,7.519531e-01,5.000000e-02,1.859071e-03,-4.191500e-03,0.000000e+00,-1.377468e-03,0.000000e+00,0.000000e+00
4.090000e-01,7.519531e-01,5.000000e-02,1.859589e-03,-4.193266e-03,0.000000e+00,-1.378738e-03,0.000000e+00,0.000000e+00
4.100000e-01,7.519531e-01,5.000000e-02,1.860108e-03,-4.195032e-03,0.000000e+00,-1.380007e-03,0.000000e+00,0.000000e+00
4.110000e-01,7.519531e-01,5.000000e-02,1.860626e-03,-4.196798e-03,0.000000e+00,-1.381277e-03,0.000000e+00,0.000000e+00
4.120000e-01,7.519531e-01,5.000000e-02,1.861145e-03,-4.198564e-03,0.000000e+00,-1.382546e-03,0.000000e+00,0.000000e+00
4.130000e-01,7.519531e-01,5.000000e-02,1.861663e-03,-4.200330e-03,0.000000e+00,-1.383816e-03,0.000000e+00,0.000000e+00
4.140000e-01,7.519531e-01,5.000000e-02,1.862181e-03,-4.202096e-03,0.000000e+00,-1.385086e-03,0.000000e+00,0.000000e+00
4.150000e-01,7.519531e-01,5.000000e-02,1.862334e-03,-4.202774e-03,0.000000e+00,-1.385720e-03,0.000000e+00,0.000000e+00
4.160000e-01,7.519531e-01,5.000000e-02,1.862462e-03,-4.203380e-03,0.000000e+00,-1.386312e-03,0.000000e+00,0.000000e+00
4.170000e-01,7.519531e-01,5.000000e-02,1.862590e-03,-4.203986e-03,0.000000e+00,-1.386903e-03,0.000000e+00,0.000000e+00
4.180000e-01,7.519531e-01,5.000000e-02,1.862718e-03,-4.204592e-03,0.000000e+00,-1.387495e-03,0.000000e+00,0.000000e+00
4.190000e-01,7.519531e-01,5.000000e-02,1.862846e-03,-4.205198e-03,0.000000e+00,-1.388087e-03,0.000000e+00,0.000000e+00
4.200000e-01,7.519531e-01,5.000000e-02,1.862974e-03,-4.205803e-03,0.000000e+00,-1.388679e-03,0.000000e+00,0.000000e+00
4.210000e-01,7.519531e-01,5.000000e-02,1.863102e-03,-4.206409e-03,0.000000e+00,-1.389271e-03,0.000000e+00,0.000000e+00
4.220000e-01,7.519531e-01,5.000000e-02,1.863500e-03,-4.207217e-03,0.000000e+00,-1.389834e-03,0.000000e+00,0.000000e+00
4.230000e-01,7.519531e-01,5.000000e-02,1.865783e-03,-4.209437e-03,0.000000e+00,-1.390194e-03,0.000000e+00,0.000000e+00
4.240000e-01,7.519531e-01,5.000000e-02,1.868066e-03,-4.211657e-03,0.000000e+00,-1.390554e-03,0.000000e+00,0.000000e+00
4.250000e-01,7.519531e-01,5.000000e-02,1.870349e-03,-4.213877e-03,0.000000e+00,-1.390914e-03,0.000000e+00,0.000000e+00
4.260000e-01,7.519531e-01,5.000000e-02,1.872632e-03,-4.216096e-03,0.000000e+00,-1.391273e-03,0.000000e+00,0.000000e+00
4.270000e-01,7.519531e-01,5.000000e-02,1.874915e-03,-4.218317e-03,0.000000e+00,-1.391633e-03,0.000000e+00,0.000000e+00
4.280000e-01,7.519531e-01,5.000000e-02,1.877198e-03,-4.220536e-03,0.000000e+00,-1.391993e-03,0.000000e+00,0.000000e+00
4.290000e-01,7.519531e-01,5.000000e-02,1.879482e-03,-4.222756e-03,0.000000e+00,-1.392353e-03,0.000000e+00,0.000000e+00
4.300000e-01,7.519531e-01,5.000000e-02,1.882623e-03,-4.225394e-03,0.000000e+00,-1.391863e-03,0.000000e+00,0.000000e+00
4.310000e-01,7.519531e-01,5.000000e-02,1.887650e-03,-4.228950e-03,0.000000e+00,-1.389502e-03,0.000000e+00,0.000000e+00
4.320000e-01,7.519531e-01,5.000000e-02,1.892678e-03,-4.232506e-03,0.000000e+00,-1.387140e-03,0.000000e+00,0.000000e+00
4.330000e-01,7.519531e-01,5.000000e-02,1.897706e-03,-4.236063e-03,0.000000e+00,-1.384779e-03,0.000000e+00,0.000000e+00
4.340000e-01,7.519531e-01,5.000000e-02,1.902734e-03,-4.239619e-03,0.000000e+00,-1.382418e-03,0.000000e+00,0.000000e+00
4.350000e-01,7.519531e-01,5.000000e-02,1.907762e-03,-4.243175e-03,0.000000e+00,-1.380057e-03,0.000000e+00,0.000000e+00
4.360000e-01,7.519531e-01,5.000000e-02,1.912790e-03,-4.246731e-03,0.000000e+00,-1.377696e-03,0.000000e+00,0.000000e+00
4.370000e-01,7.519531e-01,5.000000e-02,1.917818e-03,-4.250288e-03,0.000000e+00,-1.375335e-03,0.000000e+00,0.000000e+00
4.380000e-01,7.519531e-01,5.000000e-02,1.922832e-03,-4.252361e-03,0.000000e+00,-1.372710e-03,0.000000e+00,0.000000e+00
4.390000e-01,7.519531e-01,5.000000e-02,1.927833e-03,-4.252952e-03,0.000000e+00,-1.369821e-03,0.000000e+00,0.000000e+00
4.400000e-01,7.519531e-01,5.000000e-02,1.932834e-03,-4.253543e-03,0.000000e+00,-1.366933e-03,0.000000e+00,0.000000e+00
4.410000e-01,7.519531e-01,5.000000e-02,1.937835e-03,-4.254134e-03,0.000000e+00,-1.364044e-03,0.000000e+00,0.000000e+00
4.420000e-01,7.519531e-01,5.000000e-02,1.942836e-03,-4.254725e-03,0.000000e+00,-1.361155e-03,0.000000e+00,0.000000e+00
4.430000e-01,7.519531e-01,5.000000e-02,1.947837e-03,-4.255316e-03,0.000000e+00,-1.358267e-03,0.000000e+00,0.000000e+00
4.440000e-01,7.519531e-01,5.000000e-02,1.952838e-03,-4.255907e-03,0.000000e+00,-1.355378e-03,0.000000e+00,0.000000e+00
4.450000e-01,7.519531e-01,5.000000e-02,1.957839e-03,-4.256498e-03,0.000000e+00,-1.352489e-03,0.000000e+00,0.000000e+00
4.460000e-01,7.519531e-01,5.000000e-02,1.959941e-03,-4.252544e-03,0.000000e+00,-1.352948e-03,0.000000e+00,0.000000e+00
4.470000e-01,7.519531e-01,5.000000e-02,1.960726e-03,-4.246524e-03,0.000000e+00,-1.354929e-03,0.000000e+00,0.000000e+00
4.480000e-01,7.519531e-01,5.000000e-02,1.961511e-03,-4.240505e-03,0.000000e+00,-1.356910e-03,0.000000e+00,0.000000e+00
4.490000e-01,7.519531e-01,5.000000e-02,1.962296e-03,-4.234485e-03,0.000000e+00,-1.358891e-03,0.000000e+00,0.000000e+00
4.500000e-01,7.519531e-01,5.000000e-02,1.963081e-03,-4.228466e-03,0.000000e+00,-1.360872e-03,0.000000e+00,0.000000e+00
4.510000e-01,7.519531e-01,5.000000e-02,1.963865e-03,-4.222446e-03,0.000000e+00,-1.362853e-03,0.000000e+00,0.000000e+00
4.520000e-01,7.519531e-01,5.000000e-02,1.964650e-03,-4.216427e-03,0.000000e+00,-1.364834e-03,0.000000e+00,0.000000e+00
4.530000e-01,7.519531e-01,5.000000e-02,1.965435e-03,-4.210407e-03,0.000000e+00,-1.366815e-03,0.000000e+00,0.000000e+00
4.540000e-01,7.519531e-01,5.000000e-02,1.966479e-03,-4.204032e-03,0.000000e+00,-1.368445e-03,0.000000e+00,0.000000e+00
4.550000e-01,7.519531e-01,5.000000e-02,1.967561e-03,-4.197604e-03,0.000000e+00,-1.370024e-03,0.000000e+00,0.000000e+00
4.560000e-01,7.519531e-01,5.000000e-02,1.968643e-03,-4.191178e-03,0.000000e+00,-1.371603e-03,0.000000e+00,0.000000e+00
4.570000e-01,7.519531e-01,5.000000e-02,1.969724e-03,-4.184751e-03,0.000000e+00,-1.373183e-03,0.000000e+00,0.000000e+00
4.580000e-01,7.519531e-01,5.000000e-02,1.970806e-03,-4.178324e-03,0.000000e+00,-1.374762e-03,0.000000e+00,0.000000e+00
4.590000e-01,7.519531e-01,5.000000e-02,1.971887e-03,-4.171898e-03,0.000000e+00,-1.376341e-03,0.000000e+00,0.000000e+00
4.600000e-01,7.519531e-01,5.000000e-02,1.972969e-03,-4.165471e-03,0.000000e+00,-1.377921e-03,0.000000e+00,0.000000e+00
4.610000e-01,7.519531e-01,5.000000e-02,1.974150e-03,-4.159049e-03,0.000000e+00,-1.379222e-03,0.000000e+00,0.000000e+00
4.620000e-01,7.519531e-01,5.000000e-02,1.976823e-03,-4.152701e-03,0.000000e+00,-1.376360e-03,0.000000e+00,0.000000e+00
4.630000e-01,7.519531e-01,5.000000e-02,1.979496e-03,-4.146352e-03,0.000000e+00,-1.373497e-03,0.000000e+00,0.000000e+00
4.640000e-01,7.519531e-01,5.000000e-02,1.982169e-03,-4.140005e-03,0.000000e+00,-1.370635e-03,0.000000e+00,0.000000e+00
4.650000e-01,7.519531e-01,5.000000e-02,1.984841e-03,-4.133656e-03,0.000000e+00,-1.367772e-03,0.000000e+00,0.000000e+00
4.660000e-01,7.519531e-01,5.000000e-02,1.987514e-03,-4.127308e-03,0.000000e+00,-1.364910e-03,0.000000e+00,0.000000e+00
4.670000e-01,7.519531e-01,5.000000e-02,1.990187e-03,-4.120960e-03,0.000000e+00,-1.362047e-03,0.000000e+00,0.000000e+00
4.680000e-01,7.519531e-01,5.000000e-02,1.992860e-03,-4.114612e-03,0.000000e+00,-1.359184e-03,0.000000e+00,0.000000e+00
4.690000e-01,7.519531e-01,5.000000e-02,1.994670e-03,-4.106849e-03,0.000000e+00,-1.356489e-03,0.000000e+00,0.000000e+00
4.700000e-01,7.519531e-01,5.000000e-02,1.993891e-03,-4.094840e-03,0.000000e+00,-1.354295e-03,0.000000e+00,0.000000e+00
4.710000e-01,7.519531e-01,5.000000e-02,1.993112e-03,-4.082832e-03,0.000000e+00,-1.352101e-03,0.000000e+00,0.000000e+00
4.720000e-01,7.519531e-01,5.000000e-02,1.992333e-03,-4.070824e-03,0.000000e+00,-1.349907e-03,0.000000e+00,0.000000e+00
4.730000e-01,7.519531e-01,5.000000e-02,1.991554e-03,-4.058816e-03,0.000000e+00,-1.347714e-03,0.000000e+00,0.000000e+00
4.740000e-01,7.519531e-01,5.000000e-02,1.990775e-03,-4.046807e-03,0.000000e+00,-1.345520e-03,0.000000e+00,0.000000e+00
4.750000e-01,7.519531e-01,5.000000e-02,1.989996e-03,-4.034799e-03,0.000000e+00,-1.343326e-03,0.000000e+00,0.000000e+00
4.760000e-01,7.519531e-01,5.000000e-02,1.989217e-03,-4.022790e-03,0.000000e+00,-1.341132e-03,0.000000e+00,0.000000e+00
4.770000e-01,7.519531e-01,5.000000e-02,1.988816e-03,-4.010703e-03,0.000000e+00,-1.336972e-03,0.000000e+00,0.000000e+00
4.780000e-01,7.519531e-01,5.000000e-02,1.988900e-03,-3.998514e-03,0.000000e+00,-1.330285e-03,0.000000e+00,0.000000e+00
4.790000e-01,7.519531e-01,5.000000e-02,1.988985e-03,-3.986325e-03,0.000000e+00,-1.323597e-03,0.000000e+00,0.000000e+00
4.800000e-01,7.519531e-01,5.000000e-02,1.989070e-03,-3.974135e-03,0.000000e+00,-1.316910e-03,0.000000e+00,0.000000e+00
4.810000e-01,7.519531e-01,5.000000e-02,1.989154e-03,-3.961946e-03,0.000000e+00,-1.310222e-03,0.000000e+00,0.000000e+00
4.820000e-01,7.519531e-01,5.000000e-02,1.989239e-03,-3.949757e-03,0.000000e+00,-1.303535e-03,0.000000e+00,0.000000e+00
4.830000e-01,7.519531e-01,5.000000e-02,1.989324e-03,-3.937568e-03,0.000000e+00,-1.296847e-03,0.000000e+00,0.000000e+00
4.840000e-01,7.519531e-01,5.000000e-02,1.989408e-03,-3.925379e-03,0.000000e+00,-1.290160e-03,0.000000e+00,0.000000e+00
4.850000e-01,7.519531e-01,5.000000e-02,1.989899e-03,-3.912982e-03,0.000000e+00,-1.283506e-03,0.000000e+00,0.000000e+00
4.860000e-01,7.519531e-01,5.000000e-02,1.990634e-03,-3.900460e-03,0.000000e+00,-1.276872e-03,0.000000e+00,0.000000e+00
4.870000e-01,7.519531e-01,5.000000e-02,1.991368e-03,-3.887938e-03,0.000000e+00,-1.270239e-03,0.000000e+00,0.000000e+00
4.880000e-01,7.519531e-01,5.000000e-02,1.992103e-03,-3.875416e-03,0.000000e+00,-1.263605e-03,0.000000e+00,0.000000e+00
4.890000e-01,7.519531e-01,5.000000e-02,1.992838e-03,-3.862895e-03,0.000000e+00,-1.256972e-03,0.000000e+00,0.000000e+00
4.900000e-01,7.519531e-01,5.000000e-02,1.993572e-03,-3.850373e-03,0.000000e+00,-1.250338e-03,0.000000e+00,0.000000e+00
4.910000e-01,7.519531e-01,5.000000e-02,1.994307e-03,-3.837851e-03,0.000000e+00,-1.243704e-03,0.000000e+00,0.000000e+00
4.920000e-01,7.519531e-01,5.000000e-02,1.995042e-03,-3.825329e-03,0.000000e+00,-1.237071e-03,0.000000e+00,0.000000e+00
4.930000e-01,7.519531e-01,5.000000e-02,1.994354e-03,-3.810492e-03,0.000000e+00,-1.232696e-03,0.000000e+00,0.000000e+00
4.940000e-01,7.519531e-01,5.000000e-02,1.993338e-03,-3.795120e-03,0.000000e+00,-1.228843e-03,0.000000e+00,0.000000e+00
4.950000e-01,7.519531e-01,5.000000e-02,1.992322e-03,-3.779748e-03,0.000000e+00,-1.224990e-03,0.000000e+00,0.000000e+00
4.960000e-01,7.519531e-01,5.000000e-02,1.991306e-03,-3.764377e-03,0.000000e+00,-1.221137e-03,0.000000e+00,0.000000e+00
4.970000e-01,7.519531e-01,5.000000e-02,1.990291e-03,-3.749005e-03,0.000000e+00,-1.217284e-03,0.000000e+00,0.000000e+00
4.980000e-01,7.519531e-01,5.000000e-02,1.989275e-03,-3.733634e-03,0.000000e+00,-1.213431e-03,0.000000e+00,0.000000e+00
4.990000e-01,7.519531e-01,5.000000e-02,1.988259e-03,-3.718262e-03,0.000000e+00,-1.209578e-03,0.000000e+00,0.000000e+00
5.000000e-01,7.519531e-01,5.000000e-02,1.987243e-03,-3.702891e-03,0.000000e+00,-1.205725e-03,0.000000e+00,0.000000e+00
5.010000e-01,7.519531e-01,5.000000e-02,1.986796e-03,-3.687463e-03,0.000000e+00,-1.197707e-03,0.000000e+00,0.000000e+00
5.020000e-01,7.519531e-01,5.000000e-02,1.986349e-03,-3.672036e-03,0.000000e+00,-1.189689e-03,0.000000e+00,0.000000e+00
5.030000e-01,7.519531e-01,5.000000e-02,1.985902e-03,-3.656608e-03,0.000000e+00,-1.181670e-03,0.000000e+00,0.000000e+00
5.040000e-01,7.519531e-01,5.000000e-02,1.985454e-03,-3.641181e-03,0.000000e+00,-1.173652e-03,0.000000e+00,0.000000e+00
5.050000e-01,7.519531e-01,5.000000e-02,1.985007e-03,-3.625754e-03,0.000000e+00,-1.165633e-03,0.000000e+00,0.000000e+00
5.060000e-01,7.519531e-01,5.000000e-02,1.984560e-03,-3.610327e-03,0.000000e+00,-1.157615e-03,0.000000e+00,0.000000e+00
5.070000e-01,7.519531e-01,5.000000e-02,1.984113e-03,-3.594899e-03,0.000000e+00,-1.149597e-03,0.000000e+00,0.000000e+00
5.080000e-01,7.519531e-01,5.000000e-02,1.983195e-03,-3.578861e-03,0.000000e+00,-1.141722e-03,0.000000e+00,0.000000e+00
5.090000e-01,7.519531e-01,5.000000e-02,1.980239e-03,-3.560176e-03,0.000000e+00,-1.134469e-03,0.000000e+00,0.000000e+00
5.100000e-01,7.519531e-01,5.000000e-02,1.977282e-03,-3.541492e-03,0.000000e+00,-1.127216e-03,0.000000e+00,0.000000e+00
5.110000e-01,7.519531e-01,5.000000e-02,1.974326e-03,-3.522808e-03,0.000000e+00,-1.119963e-03,0.000000e+00,0.000000e+00
5.120000e-01,7.519531e-01,5.000000e-02,1.971369e-03,-3.504123e-03,0.000000e+00,-1.112710e-03,0.000000e+00,0.000000e+00
5.130000e-01,7.519531e-01,5.000000e-02,1.968413e-03,-3.485438e-03,0.000000e+00,-1.105457e-03,0.000000e+00,0.000000e+00
5.140000e-01,7.519531e-01,5.000000e-02,1.965457e-03,-3.466754e-03,0.000000e+00,-1.098204e-03,0.000000e+00,0.000000e+00
5.150000e-01,7.519531e-01,5.000000e-02,1.962500e-03,-3.448070e-03,0.000000e+00,-1.090951e-03,0.000000e+00,0.000000e+00
5.160000e-01,7.519531e-01,5.000000e-02,1.959421e-03,-3.429175e-03,0.000000e+00,-1.083344e-03,0.000000e+00,0.000000e+00
5.170000e-01,7.519531e-01,5.000000e-02,1.956134e-03,-3.409927e-03,0.000000e+00,-1.075147e-03,0.000000e+00,0.000000e+00
5.180000e-01,7.519531e-01,5.000000e-02,1.952849e-03,-3.390680e-03,0.000000e+00,-1.066950e-03,0.000000e+00,0.000000e+00
5.190000e-01,7.519531e-01,5.000000e-02,1.949563e-03,-3.371433e-03,0.000000e+00,-1.058753e-03,0.000000e+00,0.000000e+00
5.200000e-01,7.519531e-01,5.000000e-02,1.946277e-03,-3.352186e-03,0.000000e+00,-1.050557e-03,0.000000e+00,0.000000e+00
5.210000e-01,7.519531e-01,5.000000e-02,1.942991e-03,-3.332938e-03,0.000000e+00,-1.042359e-03,0.000000e+00,0.000000e+00
5.220000e-01,7.519531e-01,5.000000e-02,1.939705e-03,-3.313691e-03,0.000000e+00,-1.034162e-03,0.000000e+00,0.000000e+00
5.230000e-01,7.519531e-01,5.000000e-02,1.936419e-03,-3.294444e-03,0.000000e+00,-1.025965e-03,0.000000e+00,0.000000e+00
5.240000e-01,7.519531e-01,5.000000e-02,1.933154e-03,-3.275333e-03,0.000000e+00,-1.016143e-03,0.000000e+00,0.000000e+00
5.250000e-01,7.519531e-01,5.000000e-02,1.929905e-03,-3.256326e-03,0.000000e+00,-1.005056e-03,0.000000e+00,0.000000e+00
5.260000e-01,7.519531e-01,5.000000e-02,1.926656e-03,-3.237319e-03,0.000000e+00,-9.939679e-04,0.000000e+00,0.000000e+00
5.270000e-01,7.519531e-01,5.000000e-02,1.923407e-03,-3.218312e-03,0.000000e+00,-9.828807e-04,0.000000e+00,0.000000e+00
5.280000e-01,7.519531e-01,5.000000e-02,1.920158e-03,-3.199306e-03,0.000000e+00,-9.717937e-04,0.000000e+00,0.000000e+00
5.290000e-01,7.519531e-01,5.000000e-02,1.916909e-03,-3.180299e-03,0.000000e+00,-9.607065e-04,0.000000e+00,0.000000e+00
5.300000e-01,7.519531e-01,5.000000e-02,1.913660e-03,-3.161293e-03,0.000000e+00,-9.496194e-04,0.000000e+00,0.000000e+00
5.310000e-01,7.519531e-01,5.000000e-02,1.910411e-03,-3.142285e-03,0.000000e+00,-9.385316e-04,0.000000e+00,0.000000e+00
5.320000e-01,7.519531e-01,5.000000e-02,1.905938e-03,-3.122318e-03,0.000000e+00,-9.265211e-04,0.000000e+00,0.000000e+00
5.330000e-01,7.519531e-01,5.000000e-02,1.901058e-03,-3.102032e-03,0.000000e+00,-9.142029e-04,0.000000e+00,0.000000e+00
5.340000e-01,7.519531e-01,5.000000e-02,1.896178e-03,-3.081745e-03,0.000000e+00,-9.018846e-04,0.000000e+00,0.000000e+00
5.350000e-01,7.519531e-01,5.000000e-02,1.891297e-03,-3.061457e-03,0.000000e+00,-8.895656e-04,0.000000e+00,0.000000e+00
5.360000e-01,7.519531e-01,5.000000e-02,1.886416e-03,-3.041170e-03,0.000000e+00,-8.772474e-04,0.000000e+00,0.000000e+00
5.370000e-01,7.519531e-01,5.000000e-02,1.881536e-03,-3.020883e-03,0.000000e+00,-8.649292e-04,0.000000e+00,0.000000e+00
5.380000e-01,7.519531e-01,5.000000e-02,1.876656e-03,-3.000597e-03,0.000000e+00,-8.526109e-04,0.000000e+00,0.000000e+00
5.390000e-01,7.519531e-01,5.000000e-02,1.871775e-03,-2.980310e-03,0.000000e+00,-8.402927e-04,0.000000e+00,0.000000e+00
5.400000e-01,7.519531e-01,5.000000e-02,1.865827e-03,-2.959614e-03,0.000000e+00,-8.274441e-04,0.000000e+00,0.000000e+00
5.410000e-01,7.519531e-01,5.000000e-02,1.859807e-03,-2.938892e-03,0.000000e+00,-8.145610e-04,0.000000e+00,0.000000e+00
5.420000e-01,7.519531e-01,5.000000e-02,1.853788e-03,-2.918169e-03,0.000000e+00,-8.016779e-04,0.000000e+00,0.000000e+00
5.430000e-01,7.519531e-01,5.000000e-02,1.847769e-03,-2.897447e-03,0.000000e+00,-7.887948e-04,0.000000e+00,0.000000e+00
5.440000e-01,7.519531e-01,5.000000e-02,1.841749e-03,-2.876724e-03,0.000000e+00,-7.759109e-04,0.000000e+00,0.000000e+00
5.450000e-01,7.519531e-01,5.000000e-02,1.835729e-03,-2.856002e-03,0.000000e+00,-7.630278e-04,0.000000e+00,0.000000e+00
5.460000e-01,7.519531e-01,5.000000e-02,1.829710e-03,-2.835280e-03,0.000000e+00,-7.501447e-04,0.000000e+00,0.000000e+00
5.470000e-01,7.519531e-01,5.000000e-02,1.823541e-03,-2.814534e-03,0.000000e+00,-7.371687e-04,0.000000e+00,0.000000e+00
5.480000e-01,7.519531e-01,5.000000e-02,1.816320e-03,-2.793621e-03,0.000000e+00,-7.235417e-04,0.000000e+00,0.000000e+00
5.490000e-01,7.519531e-01,5.000000e-02,1.809098e-03,-2.772707e-03,0.000000e+00,-7.099139e-04,0.000000e+00,0.000000e+00
5.500000e-01,7.519531e-01,5.000000e-02,1.801877e-03,-2.751794e-03,0.000000e+00,-6.962869e-04,0.000000e+00,0.000000e+00
5.510000e-01,7.519531e-01,5.000000e-02,1.794656e-03,-2.730882e-03,0.000000e+00,-6.826599e-04,0.000000e+00,0.000000e+00
5.520000e-01,7.519531e-01,5.000000e-02,1.787435e-03,-2.709969e-03,0.000000e+00,-6.690330e-04,0.000000e+00,0.000000e+00
